	id	age	gender	engagement	mem.edu	zip	channel	harm	fair	in.group	authority	purity	account.age	region	public.sector	sustainability	localism	main.focal.value	support.of.focal.value
1227	4739	48	male	Not Engaged	4	99163.0	Branch	1.75	2.75	3.75	3.25	3.0	1.849	E WA Non Metro	yes	3.0	4.0	Education	68.7957803315765
1228	4741	66	male	Engaged	8	98112.0	Branch	3.5	3.75	2.75	2.5	1.25	3.482	W WA Metro	yes	4.5	5.5	Hunger/Poverty	65.682279822423
1229	4751	37	female	Not Engaged	6	98122.0	Branch	4.0	4.25	2.75	2.5	1.5	27.378	W WA Metro	yes	4.33333333333333	5.5	Human/Civil rights	32.5951757635879
1230	4754	38	female	Not Engaged	3	98922.0	Loan	5.0	4.25	4.25	5.0	4.75	2.255	E WA Non Metro	no	5.0	4.5	Health (i.e. cancer research)	4.40092148115167
1231	4756	65	male	Highly Engaged	3	98502.0	Branch	2.5	4.0	1.75	2.0	2.25	29.537	Thurston	yes	3.5	5.0	Specify	18.1152213454873
1232	4775	54	other	Engaged	6	98043.0	Branch	4.75	4.5	2.5	2.0	2.0	16.877	W WA Metro	yes	5.66666666666667	3.25	Environment	15.350229294388
1233	4786	44	male	Highly Engaged	4	98513.0	Branch	4.0	2.75	3.5	4.25	3.25	15.134	Thurston	no	3.33333333333333	3.75	Education	9.12638644880421
1234	4797	40	male	Engaged	6	98944.0	Branch	2.5	3.25	3.5	3.5	2.0	12.392	E WA Non Metro	yes	4.0	4.25	Environment	0.0
1235	4798	25	female	Highly Engaged	2	98597.0	Branch	3.0	3.25	4.0	3.5	3.25	3.227	Thurston	no	3.33333333333333	5.0	Education	13.2256561413147
1236	4805	56	other	Not Engaged	6	98407.0	Branch	3.75	3.75	2.75	2.5	2.0	23.69	W WA Metro	yes	4.33333333333333	4.5	Health (i.e. cancer research)	0.0
1237	4805	56	other	Not Engaged	6	98407.0	Branch	3.75	3.75	2.75	2.5	2.0	23.69	W WA Metro	yes	4.33333333333333	4.5	Health (i.e. cancer research)	0.0
1238	4809	30	male	Not Engaged	6	98108.0	Branch	3.25	3.25	2.75	2.0	1.5	29.844	W WA Metro	yes	4.0	4.0	Education	4.40092148115167
1239	4816	64	female	Engaged	6	98342.0	Branch	4.25	4.5	1.5	2.0	1.5	34.562	W WA Non Metro	yes	4.83333333333333	6.0	Animal rights	16.335998477745
1240	4824	61	male	Not Engaged	7	98327.0	Other	4.0	4.0	3.25	2.5	2.5	0.655	W WA Metro	yes	5.66666666666667	5.0	Human/Civil rights	22.456293728398
1241	4831	19	female	Not Engaged	4	98579.0	Branch	4.5	5.0	1.25	3.5	2.5	2.647	Thurston	yes	3.83333333333333	2.5	Hunger/Poverty	33.9900060465884
1242	4833	46	female	Highly Engaged	3	98366.0	Branch	4.0	3.0	4.0	2.0	3.75	12.679	W WA Non Metro	yes	2.16666666666667	4.25	Health (i.e. cancer research)	28.0369692051786
1243	4836	51	female	Engaged	3	98513.0	Branch	3.5	4.75	2.5	2.5	3.0	19.397	Thurston	yes	4.66666666666667	3.75	Animal rights	15.350229294388
1244	4841	32	male	Highly Engaged	3	98409.0	Loan	5.0	5.0	5.0	5.0	5.0	1.773	W WA Metro	no	6.0	6.0	Health (i.e. cancer research)	100.0
1245	4842	60	male	Not Engaged	3	98501.0	Branch	4.5	3.75	3.5	4.0	4.0	10.271	Thurston	yes	3.66666666666667	6.0	Health (i.e. cancer research)	23.6623552599768
1246	4844	21	female	Engaged	3	98576.0	Branch	4.5	4.75	4.25	4.0	3.25	2.836	Thurston	no	5.33333333333333	5.5	Education	16.8049086756294
1247	4854	68	female	Highly Engaged	5	98109.0	Branch	2.5	3.0	1.75	3.25	3.0	25.148	W WA Metro	yes	6.0	5.5	Environment	4.40092148115167
1248	4856	44	male	Engaged	4	99163.0	Branch	3.75	3.75	3.75	2.75	1.25	3.693	E WA Non Metro	no	4.5	5.25	Human/Civil rights	0.0
1249	4858	47	female	Engaged	4	98026.0	Branch	4.0	4.25	3.5	3.75	3.75	9.499	W WA Metro	yes	4.5	4.5	Hunger/Poverty	4.72546496765254
1250	4860	19	female	Engaged	3	99016.0	Branch	4.75	3.75	3.5	3.5	4.75	3.373	E WA Metro	no	3.66666666666667	3.25	Human/Civil rights	4.40092148115167
1251	4868	42	male	Engaged	7	99208.0	Branch	4.5	4.75	3.75	3.75	4.25	16.384	E WA Metro	yes	4.16666666666667	5.25	Health (i.e. cancer research)	27.6212983508171
1252	4870	31	male	Engaged	4	98465.0	Branch	4.0	4.25	1.75	2.25	0.5	5.244	W WA Metro	yes	6.0	6.0	Environment	33.3325325018267
1253	4872	49	female	Engaged	3	98513.0	Loan	4.25	3.75	3.5	3.0	4.25	9.137	Thurston	yes	4.66666666666667	5.25	Animal rights	39.1030342434705
1254	4874	31	female	Engaged	5	98923.0	Loan	3.5	3.75	3.5	3.5	3.75	0.997	E WA Non Metro	no	1.66666666666667	5.5	Human/Civil rights	37.5048712341449
1255	4878	53	other	Engaged	3	98115.0	Branch	3.75	5.0	2.75	1.0	0.5	19.718	W WA Metro	no	5.16666666666667	6.0	Hunger/Poverty	22.456293728398
1256	4879	57	male	Engaged	6	98335.0	Branch	4.5	4.75	2.75	4.0	3.0	15.422	W WA Metro	no	4.33333333333333	4.0	Law enforcement	9.12638644880421
1257	4881	47	male	Engaged	3	98146.0	Branch	4.5	4.25	3.0	1.5	1.0	4.641	W WA Metro	yes	4.16666666666667	5.0	Arts & culture	40.1619863943737
1258	4883	32	male	Engaged	6	99206.0	Branch	4.75	4.0	3.25	2.5	3.5	5.332	E WA Metro	yes	5.33333333333333	6.0	Human/Civil rights	21.0614634453976
1259	4885	64	male	Highly Engaged	6	98327.0	Branch	4.5	4.0	2.25	1.75	3.25	35.479	W WA Metro	yes	4.33333333333333	4.5	Environment	16.335998477745
1260	4897	54	female	Engaged	4	98377.0	Branch	4.0	4.75	3.25	3.0	2.25	25.89	W WA Non Metro	yes	5.33333333333333	5.0	Environment	10.1121556321612
1261	4908	67	female	Engaged	3	98502.0	Branch	3.75	3.0	3.0	3.5	2.75	37.23	Thurston	no	4.0	3.75	Domestic abuse	9.12638644880421
1262	4910	31	female	Engaged	4	99163.0	Branch	4.5	4.0	3.75	2.75	3.75	4.978	E WA Non Metro	no	4.16666666666667	4.75	Education	29.369963658395
1263	4915	28	female	Highly Engaged	4	98122.0	Branch	2.5	3.5	2.0	2.5	1.75	12.485	W WA Metro	no	4.5	4.75	Human/Civil rights	9.12638644880421
1264	4917	59	female	Highly Engaged	4	98011.0	Branch	3.25	3.0	2.25	3.75	3.75	37.192	W WA Metro	yes	4.0	4.75	Education	33.8451411964009
1265	4921	65	female	Engaged	3	98502.0	Branch	4.25	3.5	2.5	3.5	2.25	30.707	Thurston	yes	5.66666666666667	5.0	Environment	22.456293728398
1266	4922	39	female	Highly Engaged	4	98407.0	Branch	3.75	4.5	3.25	3.5	2.25	16.866	W WA Metro	no	5.5	6.0	Hunger/Poverty	29.8861981055606
1267	4924	53	other	Highly Engaged	4	98503.0	Branch	4.0	3.75	3.0	3.75	2.25	39.718	Thurston	yes	5.0	5.0	Environment	14.8376205998138
1268	4926	35	female	Highly Engaged	4	98942.0	Branch	1.75	2.75	3.5	3.25	2.5	19.523	E WA Non Metro	yes	2.83333333333333	3.5	Health (i.e. cancer research)	0.0
1269	4928	49	female	Highly Engaged	4	98512.0	Branch	2.0	2.0	2.75	1.5	2.25	7.107	Thurston	no	3.66666666666667	4.75	Environment	39.4721593099605
1270	4930	69	female	Highly Engaged	3	98606.0	Branch	4.75	4.0	4.0	3.5	4.75	42.104	W WA Non Metro	yes	1.0	5.5	Education	28.6801365739818
1271	4933	72	other	Not Engaged	7	98502.0	Branch	2.5	4.25	2.25	2.5	1.75	1.501	Thurston	yes	3.83333333333333	3.75	Arts & culture	12.0794437079769
1272	4936	59	other	Engaged	4		Branch	4.0	4.5	4.25	4.0	4.75	1.137	W WA Metro	no	3.5	4.25	Homelessness	16.335998477745
1273	4949	52	female	Highly Engaged	3	98125.0	Branch	2.5	4.5	1.75	2.25	1.0	29.668	W WA Metro	no	2.83333333333333	6.0	Arts & culture	45.4348679076633
1274	4955	31	female	Engaged	8	98106.0	Branch	2.75	4.0	2.25	3.0	2.25	1.712	W WA Metro	yes	5.83333333333333	4.5	Environment	16.8049086756294
1275	4956	29	male	Highly Engaged	5	98513.0	Branch	2.25	3.75	3.75	2.5	3.0	22.099	Thurston	no	3.66666666666667	5.25	Health (i.e. cancer research)	14.8376205998138
1276	4957	23	female	Engaged	5	98122.0	Branch	3.5	3.5	2.0	0.5	2.5	2.567	W WA Metro	yes	5.5	4.5	Homelessness	9.12638644880421
1277	4960	73	male	Highly Engaged	5	99208.0	Branch	4.5	3.25	4.5	4.75	4.25	47.868	E WA Metro	no	4.83333333333333	5.5	Law enforcement	55.5433977872331
1278	4961	74	male	Engaged	4	98034.0	Branch	4.0	4.0	4.0	3.75	3.25	23.945	W WA Metro	no	4.66666666666667	4.25	Human/Civil rights	18.3032865535607
1279	4962	51	female	Engaged	4	99111.0	Branch	5.0	4.5	4.5	3.75	4.5	4.392	E WA Non Metro	no	5.0	5.0	Hunger/Poverty	56.0596322343987
1280	4963	23	female	Highly Engaged	6	98374.0	Branch	2.75	3.25	3.0	2.5	2.25	5.542	W WA Metro	no	4.16666666666667	4.0	Environment	13.3897563778348
1281	4966	21	female	Not Engaged	6	99208.0	Branch	4.5	5.0	3.5	3.0	4.25	2.578	E WA Metro	no	3.83333333333333	4.25	Specify	64.8807411419704
1282	4968	60	other	Not Engaged	1	98502.0	Branch	4.25	4.5	3.75	4.0	5.0	25.014	Thurston	yes	1.0	5.0	Arts & culture	0.0
1283	4973	79	female	Engaged	3	98582.0	Branch	5.0	4.75	4.25	4.5	4.25	3.318	W WA Non Metro	yes	2.83333333333333	4.75	Animal rights	4.40092148115167
1284	4982	23	male	Engaged	3	98506.0	Branch	3.0	3.25	3.25	2.75	2.5	3.589	Thurston	no	3.66666666666667	4.0	Law enforcement	0.0
1285	4992	35	female	Highly Engaged	4	98444.0	Branch	4.0	3.75	3.0	3.25	3.25	11.918	W WA Metro	no	4.83333333333333	5.0	Hunger/Poverty	12.0195946097359
1286	4998	40	male	Engaged	7	98112.0	Branch	3.5	3.5	2.25	2.5	2.5	12.362	W WA Metro	yes	5.16666666666667	3.5	Hunger/Poverty	10.6247643267355
1287	5000	49	male	Engaged	3	98512.0	Branch	3.5	4.5	4.75	4.0	4.75	10.118	Thurston	yes	4.83333333333333	4.25	Specify	25.485276624409
1288	5010	51	female	Engaged	3	99163.0	Branch	3.75	3.25	2.75	3.0	3.0	20.836	E WA Non Metro	yes	3.5	2.5	Environment	15.350229294388
1289	5011	59	male	Highly Engaged	6	98115.0	Branch	4.25	4.0	2.75	0.5	2.75	23.063	W WA Metro	yes	5.66666666666667	5.75	Environment	23.9546716063292
1290	5015	35	female	Not Engaged	4	98146.0	Branch	3.75	4.0	3.0	2.75	2.5	16.115	W WA Metro	no	6.0	5.0	Environment	22.456293728398
1291	5016	47	female	Engaged	2	98801.0	Branch	3.0	3.5	3.5	4.5	4.75	22.921	E WA Non Metro	no	3.83333333333333	6.0	Homelessness	9.12638644880421
1292	5018	68	female	Not Engaged	4	98584.0	Loan	3.75	3.5	3.5	4.0	3.25	7.86	W WA Non Metro	no	3.5	3.0	Hunger/Poverty	18.3032865535607
1293	5032	28	female	Not Engaged	3	98596.0	Branch	3.0	1.75	3.75	4.75	4.25	1.216	W WA Non Metro	no	1.66666666666667	5.0	Law enforcement	60.6890530955811
1294	5056	70	female	Highly Engaged	6	98115.0	Branch	5.0	4.75	3.0	1.25	2.75	31.474	W WA Metro	no	5.33333333333333	6.0	Hunger/Poverty	15.350229294388
1295	5056	70	female	Highly Engaged	6	98115.0	Branch	5.0	4.75	3.0	1.25	2.75	31.474	W WA Metro	no	5.33333333333333	6.0	Hunger/Poverty	15.350229294388
1296	5059	41	male	Engaged	6	98501.0	Branch	4.25	3.0	3.25	2.75	3.5	7.603	Thurston	no	3.0	6.0	Homelessness	70.5557802847508
1297	5068	25	female	Engaged	6	98501.0	Branch	5.0	4.5	2.0	1.75	2.5	11.49	Thurston	no	6.0	6.0	Education	37.5647203323858
1298	5076	46	other	Highly Engaged	3	98445.0	Branch	3.5	4.25	3.0	2.75	2.75	12.216	W WA Metro	yes	4.66666666666667	5.75	Education	36.358658800807
1299	5078	60	female	Highly Engaged	5	98117.0	Branch	5.0	5.0	2.75	1.75	1.5	33.677	W WA Metro	yes	3.83333333333333	5.5	Hunger/Poverty	40.7624368789893
1300	5097	47	female	Not Engaged	3	98133.0	Branch	4.75	4.5	3.25	2.75	1.75	2.537	W WA Metro	yes	5.5	5.0	Hunger/Poverty	14.8376205998138
1301	5103	65	female	Not Engaged	8	98277.0	Branch	3.75	4.25	2.75	1.75	1.0	35.767	W WA Non Metro	yes	5.33333333333333	4.5	Hunger/Poverty	15.350229294388
1302	5104	67	male	Highly Engaged	3	99203.0	Branch	3.0	3.75	2.75	4.25	2.25	12.723	E WA Metro	yes	2.5	4.0	Law enforcement	4.40092148115167
1303	5106	61	female	Not Engaged	3	99205.0	Branch	4.0	4.5	3.75	2.75	3.75	5.542	E WA Metro	no	4.33333333333333	5.0	Domestic abuse	4.40092148115167
1304	5109	30	female	Highly Engaged	5	98199.0	Branch	4.0	3.25	3.5	3.0	2.75	23.214	W WA Metro	no	4.5	4.0	Animal rights	21.0614634453976
1305	5111	20	female	Not Engaged	3	98105.0	Branch	4.75	3.25	2.25	2.0	2.0	1.288	W WA Metro	no	4.83333333333333	4.75	Human/Civil rights	21.0614634453976
1306	5114	41	female	Not Engaged	6	98374.0	Loan	4.75	3.5	2.0	2.0	2.75	4.227	W WA Metro	yes	6.0	5.75	Education	15.350229294388
1307	5115	65	female	Not Engaged	3	98503.0	Branch	4.0	4.25	3.25	4.75	3.75	3.047	Thurston	no	5.16666666666667	5.75	Homelessness	31.8534861813763
1308	5120	36	female	Highly Engaged	3	98028.0	Branch	3.25	4.0	2.5	3.0	2.75	6.89	W WA Metro	yes	4.16666666666667	4.25	Domestic abuse	0.0
1309	5121	69	female	Highly Engaged	5	98512.0	Branch	3.75	4.75	3.5	3.5	3.75	30.016	Thurston	yes	4.0	4.5	Hunger/Poverty	15.350229294388
1310	5122	68	female	Engaged	6		Branch	5.0	4.75	3.75	4.25	3.5	32.496	W WA Metro	yes	4.83333333333333	6.0	Animal rights	58.768609892426
1311	5123	57	female	Engaged	4	98188.0	Branch	2.5	2.75	3.25	2.75	3.0	9.441	W WA Metro	no	5.0	4.5	Education	82.1256876111703
1312	5135	33	female	Not Engaged	5	98503.0	Branch	3.5	4.5	1.75	2.0	1.0	9.063	Thurston	yes	4.5	4.75	Human/Civil rights	18.5679809418205
1313	5147	33	female	Not Engaged	6	98310.0	Branch	3.25	3.0	2.25	1.5	0.75	14.003	W WA Non Metro	no	6.0	6.0	Education	9.12638644880421
1314	5151	64	female	Highly Engaged	7	98498.0	Branch	4.25	5.0	3.25	3.75	4.25	13.014	W WA Metro	yes	3.5	4.0	Human/Civil rights	26.3713329180041
1315	5155	41	female	Engaged	4	98155.0	Branch	4.0	3.5	2.0	2.25	1.25	13.2	W WA Metro	no	5.0	6.0	Human/Civil rights	9.12638644880421
1316	5157	56	female	Highly Engaged	3	98204.0	Branch	4.75	4.5	4.25	3.5	3.25	9.529	W WA Metro	yes	4.5	6.0	Hunger/Poverty	28.6801365739818
1317	5161	35	female	Engaged	3	98118.0	Branch	5.0	4.75	3.0	2.25	2.75	0.844	W WA Metro	yes	4.0	3.25	Specify	12.4039871944777
1318	5166	53	male	Engaged	4	99113.0	Branch	4.75	4.5	4.75	4.25	4.25	1.29	E WA Non Metro	no	4.16666666666667	4.75	Homelessness	36.5058821092211
1319	5167	46	female	Not Engaged	4	98467.0	Loan	4.75	3.5	2.75	4.25	3.75	0.66	W WA Metro	no	5.0	5.25	Education	65.0256059921579
1320	5170	62	male	Engaged	3	99006.0	Branch	4.5	4.0	4.0	3.75	4.0	2.227	E WA Metro	no	1.66666666666667	4.0	Hunger/Poverty	22.9689024229722
1321	5177	35	female	Not Engaged	5	98103.0	Branch	3.75	3.5	1.75	1.75	1.0	4.638	W WA Metro	no	5.83333333333333	6.0	Environment	17.7308287607455
1322	5179	36	male	Engaged	4	98144.0	Branch	4.0	4.0	1.75	1.0	0.75	5.951	W WA Metro	yes	5.83333333333333	5.25	Human/Civil rights	14.8376205998138
1323	5180	63	female	Highly Engaged	3	99037.0	Branch	3.5	3.75	2.5	3.0	1.25	22.696	E WA Metro	yes	4.66666666666667	5.0	Hunger/Poverty	28.6801365739818
1324	5181	35	male	Not Engaged	4	98115.0	Branch	3.0	3.0	3.25	2.0	1.25	0.795	W WA Metro	yes	4.5	5.25	Environment	4.40092148115167
1325	5186	18	female	Engaged	2	98403.0	Branch	2.75	4.0	0.5	0.25	1.5	0.559	W WA Metro	no	3.16666666666667	2.0	Human/Civil rights	4.72546496765254
1326	5190	28	female	Not Engaged	6	99336.0	Branch	2.5	3.5	3.25	2.5	3.0	9.973	E WA Non Metro	yes	4.33333333333333	4.75	Education	41.0110547286519
1327	5191	52	male	Highly Engaged	7	98117.0	Branch	4.0	4.0	2.75	2.0	1.5	13.751	W WA Metro	yes	5.5	5.0	Education	37.5610945797944
1328	5197	68	female	Highly Engaged	6	98116.0	Branch	3.75	3.75	2.75	2.75	3.0	14.003	W WA Metro	yes	4.83333333333333	5.0	Homelessness	21.0614634453976
1329	5202	59	male	Not Engaged	4	98374.0	Branch	4.25	4.5	3.75	2.75	2.75	37.079	W WA Metro	yes	4.83333333333333	4.75	Specify	62.4247141775786
1330	5207	62	female	Not Engaged	3	99205.0	Branch	4.5	4.25	3.75	3.25	3.0	0.077	E WA Metro	yes	5.0	5.5	Health (i.e. cancer research)	9.12638644880421
1331	5208	61	male	Highly Engaged	6	98516.0	Branch	3.5	3.75	2.75	2.25	0.75	26.334	Thurston	yes	5.5	5.0	Environment	14.8376205998138
1332	5209	49	female	Engaged	8	98155.0	Branch	5.0	4.5	1.0	1.25	0.25	5.011	W WA Metro	yes	5.0	4.0	Human/Civil rights	22.456293728398
1333	5211	60	female	Highly Engaged	4	98258.0	Branch	4.0	4.25	4.25	4.25	4.75	1.833	W WA Metro	no	5.33333333333333	4.5	Human/Civil rights	27.1280212137237
1334	5212	26	male	Engaged	4	98034.0	Branch	4.25	5.0	3.0	1.25	1.0	1.397	W WA Metro	yes	3.5	5.0	Homelessness	24.0145207045702
1335	5217	76	male	Highly Engaged	6	98512.0	Branch	4.75	4.5	2.75	1.75	3.75	42.367	Thurston	yes	4.66666666666667	5.0	Education	72.137749661825
1336	5219	29	female	Not Engaged	4	98103.0	Branch	5.0	4.0	2.0	2.5	1.5	23.863	W WA Metro	no	5.33333333333333	5.25	Education	10.1121556321612
1337	5220	54	other	Engaged	6	98467.0	Branch	4.75	4.75	3.75	1.25	2.75	6.693	W WA Metro	no	5.33333333333333	5.5	Human/Civil rights	14.8376205998138
1338	5222	19	female	Highly Engaged	5	99016.0	Branch	2.0	3.25	3.25	3.25	1.5	4.545	E WA Metro	no	3.83333333333333	4.0	Health (i.e. cancer research)	15.350229294388
1339	5223	52	female	Not Engaged	2	98023.0	Loan	4.25	3.75	3.0	2.75	3.0	0.732	W WA Metro	no	4.0	3.5	Health (i.e. cancer research)	28.847394983225
1340	5224	71	female	Engaged	5	98570.0	Branch	5.0	5.0	4.0	3.75	4.0	37.723	W WA Non Metro	yes	6.0	6.0	Health (i.e. cancer research)	85.4676569414188
1341	5228	68	male	Engaged	7	98110.0	Branch	3.5	4.5	2.5	1.5	3.0	27.159	W WA Non Metro	yes	5.16666666666667	5.5	Environment	10.6247643267355
1342	5229	28	female	Highly Engaged	2	98188.0	Branch	2.5	2.5	2.5	3.75	3.5	19.756	W WA Metro	no	4.83333333333333	1.75	Animal rights	4.40092148115167
1343	5231	20	male	Not Engaged	2	99141.0	Loan	3.75	5.0	4.0	0.0	1.75	0.353	E WA Non Metro	yes	1.5	2.5	Law enforcement	4.72546496765254
1344	5235	29	female	Not Engaged	5	99114.0	Loan	3.75	4.0	4.5	2.25	2.5	1.362	E WA Non Metro	no	4.16666666666667	4.25	Environment	10.1121556321612
1345	5238	64	female	Highly Engaged	6	98516.0	Branch	4.25	4.0	4.25	4.0	2.75	22.37	Thurston	no	4.16666666666667	5.25	Education	18.9368902923243
1346	5239	57	male	Engaged	3	99224.0	Branch	3.5	4.5	4.75	3.25	4.25	5.581	E WA Metro	no	3.5	4.5	Hunger/Poverty	15.350229294388
1347	5240	33	male	Engaged	4	98387.0	Branch	3.75	4.0	2.75	2.25	2.75	3.416	W WA Metro	no	4.83333333333333	5.0	Human/Civil rights	9.12638644880421
1348	5243	42	male	Not Engaged	4	99223.0	Branch	4.0	3.75	2.25	3.0	3.5	12.436	E WA Metro	yes	4.83333333333333	4.75	Human/Civil rights	18.9368902923243
1349	5245	72	female	Not Engaged	6	98507.0	Branch	3.5	4.0	3.25	1.75	3.25	29.255	Thurston	yes	4.16666666666667	4.0	Education	15.350229294388
1350	5247	56	female	Highly Engaged	3	98531.0	Branch	3.75	3.75	3.5	3.0	3.75	30.83	W WA Non Metro	no	3.66666666666667	4.5	Health (i.e. cancer research)	9.12638644880421
1351	5249	25	male	Not Engaged	4	98506.0	Branch	3.75	3.5	2.0	1.75	2.25	5.814	Thurston	no	4.33333333333333	5.0	Education	9.12638644880421
1352	5250	26	female	Engaged	4	98155.0	Branch	4.25	4.25	2.25	1.75	0.75	5.449	W WA Metro	no	4.83333333333333	4.0	Health (i.e. cancer research)	0.0
1353	5251	58	female	Engaged	3		Branch	4.5	4.5	4.25	3.0	4.0	9.033	E WA Non Metro	yes	3.33333333333333	5.75	Animal rights	37.5647203323858
1354	5256	49	female	Engaged	4	98236.0	Branch	2.75	2.75	2.0	0.25	0.75	1.633	W WA Non Metro	no	4.83333333333333	5.25	Education	45.1833934609701
1355	5258	66	female	Engaged	3	98404.0	Branch	4.25	2.75	2.25	2.5	2.5	8.258	W WA Metro	yes	4.33333333333333	4.0	Animal rights	4.40092148115167
1356	5263	26	female	Not Engaged	6	98109.0	Branch	2.25	4.0	2.25	1.5	2.5	1.573	W WA Metro	yes	4.33333333333333	3.25	Health (i.e. cancer research)	4.40092148115167
1357	5266	53	female	Highly Engaged	5	98075.0	Branch	4.0	4.0	3.25	2.75	3.25	40.014	W WA Metro	yes	5.83333333333333	6.0	Human/Civil rights	37.5048712341449
1358	5273	55	male	Engaged	6	98506.0	Branch	2.0	3.0	2.25	2.25	2.0	5.197	Thurston	yes	3.83333333333333	5.0	Environment	28.7399856722228
1359	5280	71	male	Engaged	6	98102.0	Branch	4.5	4.75	3.25	4.25	3.75	18.353	W WA Metro	yes	4.83333333333333	5.0	Environment	14.8376205998138
1360	5284	67	female	Highly Engaged	4	98503.0	Branch	4.25	4.25	4.25	3.25	3.75	22.022	Thurston	yes	4.66666666666667	4.25	Domestic abuse	0.0
1361	5286	28	male	Engaged	6	98282.0	Other	3.25	4.0	3.0	2.5	3.0	0.296	W WA Non Metro	no	5.33333333333333	6.0	Hunger/Poverty	85.4676569414188
1362	5287	65	female	Highly Engaged	4	98501.0	Branch	5.0	4.5	3.5	1.5	1.0	6.559	Thurston	no	5.66666666666667	6.0	Homelessness	41.6685282734136
1363	5308	71	female	Highly Engaged	3	98502.0	Branch	4.75	4.25	3.25	3.25	2.0	42.844	Thurston	yes	4.33333333333333	4.5	Environment	34.5026147411626
1364	5312	67	female	Highly Engaged	5	98501.0	Branch	4.5	4.25	2.0	1.75	1.75	37.205	Thurston	yes	6.0	4.75	Environment	40.2736979904131
1365	5313	50	male	Engaged	3	98499.0	Branch	3.75	3.75	4.75	3.75	3.0	6.83	W WA Metro	no	2.16666666666667	4.75	Domestic abuse	12.4039871944777
1366	5315	25	female	Highly Engaged	4	98117.0	Branch	3.75	3.0	2.25	2.5	3.0	20.66	W WA Metro	no	5.16666666666667	4.0	Education	23.0287515212132
1367	5316	30	female	Engaged	6	98101.0	Other	4.5	4.5	2.0	2.0	0.75	0.079	W WA Metro	no	5.83333333333333	5.5	Human/Civil rights	68.9644000544305
1368	5318	77	male	Highly Engaged	3	98424.0	Branch	2.75	3.0	3.0	3.25	1.0	37.34	W WA Metro	no	3.66666666666667	4.5	Health (i.e. cancer research)	9.12638644880421
1369	5327	66	male	Not Engaged	3	98402.0	Loan	4.5	4.5	4.0	3.25	4.0	1.074	W WA Metro	no	4.16666666666667	4.75	Environment	11.9350769965934
1370	5333	51	female	Not Engaged	6	98110.0	Branch	3.0	3.5	2.25	1.5	1.0	10.455	W WA Non Metro	yes	5.16666666666667	5.25	Health (i.e. cancer research)	16.7450595773884
1371	5355	29	female	Engaged	4	98043.0	Branch	3.0	2.0	3.5	2.5	2.75	27.701	W WA Metro	yes	4.0	4.5	Education	14.8376205998138
1372	5364	66	female	Highly Engaged	7	99113.0	Branch	4.5	3.75	3.0	4.5	2.75	16.23	E WA Non Metro	yes	6.0	5.25	Hunger/Poverty	39.5563753474104
1373	5367	76	female	Highly Engaged	3	98532.0	Branch	3.5	4.25	3.5	4.25	2.75	17.748	W WA Non Metro	no	3.33333333333333	4.75	Health (i.e. cancer research)	21.0614634453976
1374	5368	73	female	Highly Engaged	5	98503.0	Branch	5.0	4.75	3.25	5.0	5.0	6.677	Thurston	no	5.83333333333333	6.0	Hunger/Poverty	16.8049086756294
1375	5375	32	female	Highly Engaged	6	98125.0	Branch	2.25	3.25	2.75	1.75	0.5	1.573	W WA Metro	no	5.0	5.0	Environment	30.1348159552232
1376	5378	36	female	Engaged	4	98512.0	Branch	3.25	3.0	1.75	2.5	3.0	9.241	Thurston	yes	4.66666666666667	5.0	Hunger/Poverty	22.456293728398
1377	5379	46	male	Not Engaged	3	98294.0	Branch	3.75	4.25	3.75	0.5	1.75	13.452	W WA Metro	no	4.66666666666667	5.25	Human/Civil rights	41.419910423751
1378	5383	60	male	Highly Engaged	6	98597.0	Loan	4.5	4.5	4.0	4.5	4.5	2.573	Thurston	yes	4.66666666666667	5.75	Domestic abuse	48.0091283440529
1379	5391	75	female	Highly Engaged	4	98501.0	Branch	2.75	2.25	2.25	2.75	3.5	28.022	Thurston	yes	4.0	4.5	Education	14.8376205998138
1380	5395	37	male	Not Engaged	6	98661.0	Loan	4.25	5.0	2.5	1.25	2.0	0.353	W WA Metro	yes	5.66666666666667	6.0	Specify	76.6429222812557
1381	5396	40	female	Not Engaged	3	98272.0	Loan	3.25	3.75	2.75	3.75	3.75	2.137	W WA Metro	no	4.0	5.0	Education	52.0970633909671
1382	5397	36	female	Highly Engaged	4	98516.0	Branch	4.5	4.0	3.0	2.75	3.0	6.729	Thurston	yes	5.0	6.0	Animal rights	29.8861981055606
1383	5402	54	male	Not Engaged	1	98226.0	Loan	1.75	2.75	1.75	2.25	2.5	4.438	W WA Non Metro	no	2.5	3.75	Health (i.e. cancer research)	4.40092148115167
1384	5403	52	female	Engaged	5	98502.0	Branch	3.5	3.25	1.75	2.5	2.0	25.718	Thurston	yes	4.33333333333333	4.5	Education	21.0614634453976
1385	5407	76	female	Engaged	6	98221.0	Branch	4.5	3.25	3.0	2.75	3.5	36.918	W WA Non Metro	no	5.0	5.5	Environment	29.8861981055606
1386	5415	38	male	Engaged	4	98072.0	Branch	4.75	4.0	2.25	1.5	0.5	13.816	W WA Metro	yes	6.0	5.0	Health (i.e. cancer research)	47.3715984233145
1387	5421	26	female	Engaged	2	98501.0	Other	3.75	3.25	4.25	4.25	4.75	0.581	Thurston	no	3.33333333333333	4.5	Domestic abuse	16.8049086756294
